Page Number,Lesson Number,Ex/Voc,Sing. / Perf.,Dual / Imperf.,Plural / Verbal N.,English Translations,Verb Form,Part of Speech,Note/Warning
191,30,Vocabulary,أَتَى,يَأْتِي,إِتْيَان,to come,,verb,
191,30,Vocabulary,آتَى,يُؤْتِي,إِيتَاء,to give,4,verb,
191,30,Vocabulary,رَأَى,يَرَى,رَأْي,to see,,verb,
191,30,Vocabulary,جَزَى,يَجْزِي,جَزَاء,to requite,,verb,
191,30,Vocabulary,دَعَا,يَدْعُو,دُعَاء,"to call, pray",,verb,
191,30,Vocabulary,رَجَا,يَرْجُو,رَجَاء,to hope,,verb,
191,30,Vocabulary,قَضَى,يَقْضِي,قَضَاء,to determine,,verb,
191,30,Vocabulary,مَشَى,يَمْشِي,مَشْي,to walk,,verb,
191,30,Vocabulary,هَدَى,يَهْدِي,هَدْي,to guide,,verb,
191,30,Vocabulary,بَقِيَ,يَبْقَى,بَقَاء,to remain,,verb,
191,30,Vocabulary,خَشِيَ,يَخْشَى,خَشْيَة,to fear,,verb,
191,30,Vocabulary,لَقِيَ,يَلْقَى,لِقَاء,to meet,,verb,
191,30,Vocabulary,نَسِيَ,يَنْسَى,نَسْي,to forget,,verb,
191,30,Vocabulary,سَمَّى,يُسَمِّي,تَسْمِيَة,to name,2,verb,
191,30,Vocabulary,صَلَّى,يُصَلِّي,صَلَاة,to pray,2,verb,
191,30,Vocabulary,نَادَى,يُنَادِي,نِدَاء,to call out to,3,verb,
191,30,Vocabulary,أَلْقَى,يُلْقِي,إِلْقَاء,to throw,4,verb,
191,30,Vocabulary,أَعْطَى,يُعْطِي,إِعْطَاء,to give,4,verb,
191,30,Vocabulary,أَوْفَى,يُوفِي,إِيفَاء,"to fulfil, give in full",4,verb,
191,30,Vocabulary,تَوَلَّى,يَتَوَلَّى,تَوَلٍّ,to turn away; to take on oneself,5,verb,
192,30,Vocabulary,اِتَّقَى,يَتَّقِي,اِتِّقَاء,"to protect oneself, to be god-fearing",8,verb,
192,30,Vocabulary,شَعَرَ,يَشْعُرُ,شُعُور,"to feel, perceive",,verb,
192,30,Vocabulary,أَنْجَى,يُنْجِي,إِنْجَاء,to rescue,4,verb,
192,30,Vocabulary,طِين,,,clay,,noun,
192,30,Vocabulary,رُعْب,,,terror,,noun,
192,30,Vocabulary,سُوق,,أَسْوَاق,(f.) market,,noun,
192,30,Vocabulary,ثُمَّ,,,then,,noun,
192,30,Vocabulary,بَغْتَةً,,,suddenly,,noun,
196,31,Vocabulary,أَرَىٰ,يُرِى,,to show,4,verb,
196,31,Vocabulary,رَضِىَ,يَرْضَىٰ,رِضْوَانٌ / مَرْضَاةٌ,to be pleased with (+ ʿan),,verb,
196,31,Vocabulary,ٱبْتَغَىٰ,يَبْتَغِى,ٱبْتِغَآءً,to seek,8,verb,
196,31,Vocabulary,كَفَىٰ,يَكْفِى,كِفَايَةً,to be sufficient,,verb,
196,31,Vocabulary,زَوْجٌ,,أَزْوَٰجٌ,spouse,,noun,
196,31,Vocabulary,صُحُفٌ,,,sheets,,noun,
196,31,Vocabulary,كَلْبٌ,,كِلَابٌ,dog,,noun,
196,31,Vocabulary,نَجْوَىٰ,,,secret conference,,noun,
196,31,Vocabulary,كَفَىٰ بِٱللَّهِ حَسِيبًا,,,Note the construction *kafā bi-llāhi ḥasīban* 'there is sufficiency in God as a reckoner' i.e. 'God is sufficient as a reckoner'. There are further examples in sentences 22 and 23 below.,,idiom,
202,32,Vocabulary,بَدَأَ,يَبْدَأُ,بَدْءٌ,to begin,,verb,
202,32,Vocabulary,رَزَقَ,يَرْزُقُ,رِزْقٌ,to give sustenance to,,verb,
202,32,Vocabulary,سَرَقَ,يَسْرِقُ,سَرَقٌ,to steal,,verb,
202,32,Vocabulary,هَجَرَ,يَهْجُرُ,هَجْرٌ,"to forsake, leave",,verb,
202,32,Vocabulary,تَمَتَّعَ,يَتَمَتَّعُ,تَمَتُّعٌ,"to enjoy, enjoy oneself",5,verb,
202,32,Vocabulary,سُورَةٌ,,سُوَرٌ,*sura*,,noun,
202,32,Vocabulary,قِبْلَةٌ,,,"direction, *qibla*",,noun,
202,32,Vocabulary,قُوَّةٌ,,قُوًى,"power, force",,noun,
202,32,Vocabulary,كَيْلٌ,,,measure,,noun,
202,32,Vocabulary,آلٌ,,,family,,noun,
207,33,Vocabulary,غَضِبَ,يَغْضَبُ,غَضَبٌ,to be angry with (+ ʿalā),,verb,
207,33,Vocabulary,وَفَّىٰ,يُوَفِّى,تَوْفِيَةً,"to pay, repay",2,verb,
207,33,Vocabulary,تَوَفَّىٰ,يَتَوَفَّىٰ,تَوَفٍّ,to take,5,verb,
207,33,Vocabulary,أَوْحَىٰ,يُوحِى,إِيحَآءً,to inspire,4,verb,
207,33,Vocabulary,نَفَخَ,يَنفُخُ,نَفْخٌ,to blow,,verb,
207,33,Vocabulary,بَلَّغَ,يُبَلِّغُ,تَبْلِيغٌ,to convey,2,verb,
207,33,Vocabulary,اِسْتَهْزَأَ,يَسْتَهْزِئُ,اِسْتِهْزَآءٌ,to mock (+ bi-),10,verb,
207,33,Vocabulary,بَلَـٰغٌ,,,"message, conveyance",,noun,
207,33,Vocabulary,صُورٌ,,,trumpet,,noun,
214,34,Vocabulary,بَسَطَ,يَبْسُطُ,بَسْطٌ,"to spread,extend",,verb,
214,34,Vocabulary,خَتَمَ,يَخْتِمُ,خَتْمٌ,to seal,,verb,
214,34,Vocabulary,سَبَقَ,يَسْبِقُ,سَبْقٌ,to precede,,verb,
214,34,Vocabulary,فَتَنَ,يَفْتِنُ,فِتْنَةٌ,"to tempt, afflict, stir up",,verb,
214,34,Vocabulary,فَرَّ,يَفِرُّ,فِرَارٌ,to flee,,verb,
214,34,Vocabulary,كَشَفَ,يَكْشِفُ,كَشْفٌ,"to uncover, remove, relieve",,verb,
215,34,Vocabulary,وُلِدَ,يُولَدُ,,[passive] to be born,,verb,
215,34,Vocabulary,تَبَّ,يَتِبُّ,,"to wither, perish",,verb,
215,34,Vocabulary,بَغَىٰ,يَبْغِى,بَغْىٌ,to outrage; to seek,,verb,
215,34,Vocabulary,عَدَا,يَعْدُو,عَدْوٌ,"to transgress, turn away, run",,verb,
215,34,Vocabulary,أَصْلَحَ,يُصْلِحُ,إِصْلَـٰحٌ,to put right,4,verb,
215,34,Vocabulary,أَعْجَزَ,يُعْجِزُ,إِعْجَازٌ,to frustrate,4,verb,
215,34,Vocabulary,اِمْرُؤٌ,,,man,,noun,
215,34,Vocabulary,حَكَمٌ,,,arbiter,,noun,
215,34,Vocabulary,سَاقٌ,,سُوقٌ,(f.) leg,,noun,
215,34,Vocabulary,عِقَابٌ,,,"punishment, requital",,noun,
215,34,Vocabulary,عَمَدٌ,,,"columns, supports",,noun,
215,34,Vocabulary,فَمٌ,,أَفْوَٰهٌ,mouth,,noun,
215,34,Vocabulary,مَحَالٌ,,,"wrath, anger",,noun,
215,34,Vocabulary,هَدْىٌ,,,offering,,noun,
215,34,Vocabulary,أَخْدَانٌ,,,companions,,noun,
215,34,Vocabulary,سَرِيعٌ,,,"quick, swift",,noun,
215,34,Vocabulary,غَلِيظٌ,,,"thick, rough, hard",,noun,
215,34,Vocabulary,مَعْرُوشٌ,,,in trellises,,noun,
215,34,Vocabulary,مَلُومٌ,,,"blamed, blameworthy [from امَلَمَلَامَ]",,noun,
215,34,Vocabulary,مَمْنُونٌ,,,"broken, cut",,noun,
216,34,Vocabulary,غَيْرُ,,,other than,,noun,
216,34,Vocabulary,غَيْرَ,,,without,,noun,
223,35,Vocabulary,تَلَا,يَتْلُوا,تِلَاوَةً,to recite,,verb,
223,35,Vocabulary,خَرَّ,يَخِرُّ,خَرٌّ,to fall,,verb,checked against textbook
223,35,Vocabulary,رَهِبَ,يَرْهَبُ,رَهْبَةً,"to fear, be in awe of",,verb,
223,35,Vocabulary,كَادَ,يَكِيدُ,كَيْدًا,"to strive, plot, outwit",,verb,
223,35,Vocabulary,مَالَ,يَمِيلُ,مَيْلًا,"to incline, lean, deviate",,verb,
223,35,Vocabulary,أَصْبَحَ,يُصْبِحُ,إِصْبَاحًا,to become; be in the morning,4,verb,
223,35,Vocabulary,آبَ,يَـُٔوبُ,إِيَابًا,to come back to; repent,4,verb,
223,35,Vocabulary,تَرَاضَىٰ,يَتَرَاضَىٰ,تَرَاضٍ,to agree with one another,6,verb,
223,35,Vocabulary,إِزْدَادَ,يَزْدَادُ,إِزْدِيَادًا,"to increase, grow",8,verb,
223,35,Vocabulary,إِسْتَعَانَ,يَسْتَعِينُ,إِسْتِعَانَةً,to ask for help (+ acc.),10,verb,
224,35,Vocabulary,حَنِيفٌ,,حُنَفَآءُ,of pure faith,,noun,
224,35,Vocabulary,صَيْحَةٌ,,,cry,,noun,
224,35,Vocabulary,عِزَّةٌ,,,"might, power",,noun,
224,35,Vocabulary,مَلْجَأٌ,,,refuge,,noun,
224,35,Vocabulary,مَكْرٌ,,,"plot, trickery",,noun,
224,35,Vocabulary,مِلَّةٌ,,مِلَلٌ,community,,noun,
224,35,Vocabulary,إِمْلَاقٌ,,,poverty,,noun,
224,35,Vocabulary,جَمِيعٌ,,,all,,noun,
224,35,Vocabulary,جَمٌّ,,,much,,noun,
224,35,Vocabulary,دَاخِرٌ,,,"humble, lowly",,noun,
224,35,Vocabulary,سَاجِدٌ,,سُجَّدٌ,prostrating oneself,,noun,
224,35,Vocabulary,مُغَاضِبٌ,,,angry,,noun,
224,35,Vocabulary,لَا,,جَرَمَ,"undoubtedly, certainly",,noun,
224,35,Vocabulary,طَابَ نَفْسًا,,,to be consoled,,idiom,
224,35,Vocabulary,قَرَّ عَيْنًا,,,to be pleased,,idiom,
236,36,Vocabulary,رَتَعَ,يَرْتَعُ,رَتْعًا,to enjoy oneself,,verb,
236,36,Vocabulary,سَعَىٰ,يَسْعَىٰ,سَعْيًا,"to strive, move, run",,verb,
236,36,Vocabulary,سَلَبَ,يَسْلُبُ,سَلْبًا,to rob,,verb,
236,36,Vocabulary,لَعِبَ,يَلْعَبُ,لَعِبًا,to play,,verb,
236,36,Vocabulary,نَهَىٰ,يَنْهَىٰ,نَهْيًا,to forbid,,verb,
236,36,Vocabulary,هَزَّ,يَهَزُّ,هَزًّا,to shake,,verb,
237,36,Vocabulary,وَجِلَ,يَوْجَلُ,,to be in awe of,,verb,
237,36,Vocabulary,كَفَرَ,يُكَفِّرُ,تَكْفِيرًا,"to forgive, redeem",2,verb,
237,36,Vocabulary,سَاقَطَ,يُسَاقِطُ,مُسَاقَطَةً,"to cause to fall, bring down",3,verb,
237,36,Vocabulary,ضَاعَفَ,يُضَاعِفُ,مُضَاعَفَةً,to multiply,3,verb,
237,36,Vocabulary,أَنكَرَ,يُنكِرُ,إِنكَارًا,"to deny, disapprove; not to know",4,verb,
237,36,Vocabulary,أَدْرَكَ,يُدْرِكُ,إِدْرَاكًا,to overtake,4,verb,
237,36,Vocabulary,أَعَادَ,يُعِيدُ,إِعَادَةً,"to repeat, return (trans.)",4,verb,
237,36,Vocabulary,أَسَآءَ,يُسِيئُ,إِسَاءَةً,to do wrong,4,verb,
237,36,Vocabulary,تَزَكَّىٰ,يَتَزَكَّىٰ,تَزَكٍّ,to be purified,5,verb,
237,36,Vocabulary,إِلْتَقَطَ,يَلْتَقِطُ,إِلْتِقَاطًا,to pick up,8,verb,
237,36,Vocabulary,إِسْتَأْخَرَ,يَسْتَأْخِرُ,إِسْتِئْخَارًا,to postpone,10,verb,
237,36,Vocabulary,إِسْتَقْدَمَ,يَسْتَقْدِمُ,إِسْتِقْدَامًا,to bring forward,10,verb,
237,36,Vocabulary,إِسْتَنقَذَ,يَسْتَنقِذُ,إِسْتِنقَاذًا,to rescue,10,verb,
237,36,Vocabulary,جُبٌّ,,,"pit, well",,noun,
237,36,Vocabulary,جِذْعٌ,,,trunk of a palm-tree,,noun,
237,36,Vocabulary,مَدْخَلٌ,,,place to enter,,noun,
237,36,Vocabulary,ذُبَابٌ,,,fly,,noun,
237,36,Vocabulary,ذَقَنٌ,,أَذْقَانٌ,chins,,noun,
238,36,Vocabulary,مَرَدٌّ,,,turning back,,noun,
238,36,Vocabulary,رُطَبٌ,,,"fresh, ripe dates",,noun,
238,36,Vocabulary,صَرِيخٌ,,,help,,noun,
238,36,Vocabulary,مَغَارَةٌ,,,cave,,noun,
238,36,Vocabulary,غَيَـٰبَةٌ,,,s.p. bottom; recess,,noun,
238,36,Vocabulary,كُبَارٌ,,كِبَـٰرٌ,enormity,,noun,
238,36,Vocabulary,شَطْرٌ,,,towards,,noun,
244,37,Vocabulary,عَبَسَ,يَعْبِسُ,,to frown,,verb,
244,37,Vocabulary,عَفَا,يَعْفُوا,عَفْوًا,to pardon (+*ʿan*),,verb,
244,37,Vocabulary,عَادَ,يَعُودُ,مَعَاذًا,to return; do again,,verb,
244,37,Vocabulary,عَاذَ,يَعُوذُ,,to seek refuge with,,verb,
244,37,Vocabulary,غَدَا,يَغْدُوا,غُدُوًّا,to be/do in the morning,,verb,
244,37,Vocabulary,كَبِرَ,يَكْبَرُ,كِبَر,to grow up,,verb,
244,37,Vocabulary,كَرِهَ,يَكْرَهُ,كَرْه,"to be reluctant, hate",,verb,
244,37,Vocabulary,مَادَ,يَمِيدُ,,to shake,,verb,
244,37,Vocabulary,بَيَّنَ,يُبَيِّنُ,تِبْيَانًا,to make clear,2,verb,
244,37,Vocabulary,أَشْرَفَ,يُشْرِفُ,إِشْرَافًا,to be prodigal,4,verb,
244,37,Vocabulary,أَمْسَكَ,يُمْسِكُ,إِمْسَاكًا,"to hold fast, withold",4,verb,
244,37,Vocabulary,تَفَكَّرَ,يَتَفَكَّرُ,تَفَكُّرًا,"to think, reflect",5,verb,
245,37,Vocabulary,تَنَادَىٰ,يَتَنَادَىٰ,تَنَادٍ,to call to one another,6,verb,
245,37,Vocabulary,إِيتَلَىٰ,يَأْتَلِى,إِيتِلَاءً,to swear,8,verb,
245,37,Vocabulary,إِجْتَنَبَ,يَجْتَنِبُ,إِجْتِنَابًا,to avoid,8,verb,
245,37,Vocabulary,حِلَافٌ,,,accustomed to swear,,noun,
245,37,Vocabulary,بِدَارٌ,,,"haste, anticipation",,noun,
245,37,Vocabulary,حَرْثٌ,,,tillage,,noun,
245,37,Vocabulary,رُؤْيَا,,,(f.) dream,,noun,
245,37,Vocabulary,رَاسٍ,,رَوَاسٍ,firm mountains,,noun,
245,37,Vocabulary,كِنٌّ,,أَكِنَّةٌ,coverings,,noun,
245,37,Vocabulary,نَحْلٌ,,,bees,,noun,
245,37,Vocabulary,هَدٌّ,,,"crash, destruction",,noun,
245,37,Vocabulary,أَعْمَىٰ,,عُمْىٌ,blind,,noun,
245,37,Vocabulary,شَقِىٌّ,,أَشْقِيَآءُ,"unfortunate, wretched",,noun,
245,37,Vocabulary,مَهِينٌ,,,contemptible,,noun,
245,37,Vocabulary,أُولُو ٱلْقُرْبَىٰ,,,relations,,idiom,
245,37,Vocabulary,ضَرَبَ ٱلذِّكْرَ صَفْحًا عَنْ,,,to neglect,,idiom,
252,38,Vocabulary,فَقِهَ,يَفْقَهُ,فِقْهًا,to understand,,verb,
252,38,Vocabulary,فَكِهَ,يَتَفَكَّهُ,تَفَكُّه,to jest,5,verb,
252,38,Vocabulary,خَصَفَ,يَخْصِفُ,,to cover oneself,,verb,
252,38,Vocabulary,خَطِفَ,يَخْطَفُ,خَطْفًا,to snatch,,verb,
252,38,Vocabulary,عَرَجَ,يَعْرُجُ,,to mount,,verb,
252,38,Vocabulary,قَلَبَ,يُقَلِّبُ,تَقْلِيبًا,"to turn over, wring",2,verb,
252,38,Vocabulary,أَبَانَ,يُبِينُ,إِبَانَةً,to make clear,4,verb,
252,38,Vocabulary,أَضَآءَ,يُضِيئُ,إِضَاءَةً,to give light,4,verb,
252,38,Vocabulary,تَرَقَّبَ,يَتَرَقَّبُ,تَرَقُّب,to be vigilant,5,verb,
252,38,Vocabulary,إِطَّلَعَ,يَطَّلِعُ,إِطِّلَاعًا,to study,8,verb,
252,38,Vocabulary,بَرْقٌ,,,lightning,,noun,
252,38,Vocabulary,زَيْتٌ,,,oil,,noun,
252,38,Vocabulary,شَكٌّ,,شُكُوكٌ,doubt,,noun,
252,38,Vocabulary,كَفٌّ,,أَكُفٌّ,"(f.) palm of the hand, hand",,noun,
253,38,Vocabulary,مِرْيَة,,,doubt,,noun,
253,38,Vocabulary,حَيّ,,أَحْيَاء,alive,,noun,
253,38,Vocabulary,جَاثِم,,,crouching,,noun,
253,38,Vocabulary,عَاكِف,,,devoted,,noun,
253,38,Vocabulary,نَادِم,,,repentant,,noun,
253,38,Vocabulary,مُحْضَر,,,brought forward,,noun,
253,38,Vocabulary,مُسْوَدّ,,,black,,noun,
261,39,Vocabulary,حَلَفَ,يَحْلِفُ,حَلْف,to swear,,verb,
261,39,Vocabulary,رَجَمَ,يَرْجُمُ,رَجْم,to stone,,verb,
261,39,Vocabulary,سَجَنَ,يَسْجُنُ,سَجْن,to imprison,,verb,
261,39,Vocabulary,سَفَعَ,يَسْفَعُ,سَفْع,to drag,,verb,
261,39,Vocabulary,شَهِدَ,يَشْهَدُ,شَهَادَة,to witness,,verb,
261,39,Vocabulary,عَجِبَ,يَعْجَبُ,عَجَب,to wonder,,verb,
261,39,Vocabulary,غَلَبَ,يَغْلِبُ,غَلَب,to overcome,,verb,
261,39,Vocabulary,قَعَدَ,يَقْعُدُ,قُعُود,"to sit, lurk",,verb,
261,39,Vocabulary,نَذَرَ,يَنْذُرُ,نَذْر,to vow,,verb,
261,39,Vocabulary,غَاظَ,يَغِيظُ,غَيْظ,to enrage,,verb,
261,39,Vocabulary,زَكَّى,يُزَكِّي,تَزْكِيَة,"to purify, keep pure",2,verb,
261,39,Vocabulary,وَدَّعَ,يُوَدِّعُ,تَوْدِيع,to bid farewell to,2,verb,
261,39,Vocabulary,أَقْسَمَ,يُقْسِمُ,إِقْسَام,to swear,4,verb,
261,39,Vocabulary,أَنْجَى,يُنْجِي,إِنْجَاء,to save,4,verb,
261,39,Vocabulary,أَنْسَى,يُنْسِي,إِنْسَاء,to cause to forget,4,verb,
261,39,Vocabulary,اِنْتَقَمَ,يَنْتَقِمُ,اِنْتِقَام,to take revenge on (+ *min*),8,verb,
261,39,Vocabulary,اِنْتَهَى,يَنْتَهِي,اِنْتِهَاء,"to cease, desist",8,verb,
261,39,Vocabulary,اِسْتَخَفَّ,يَسْتَخِفُّ,اِسْتِخْفَاف,to make unstable,10,verb,
262,39,Vocabulary,أَسَف,,,grief,,noun,
262,39,Vocabulary,حَسْرَة,,,"sorrow, anguish",,noun,
262,39,Vocabulary,صَوْم,,,fast,,noun,
262,39,Vocabulary,ضُحًى,,,forenoon,,noun,
262,39,Vocabulary,نَاصِيَة,,نَوَاصٍ,forelock,,noun,
262,39,Vocabulary,أَجْمَعُ,,,all,,noun,
262,39,Vocabulary,صَاغِر,,,humbled,,noun,
262,39,Vocabulary,قَدِيم,,قُدَمَاءُ,"old, ancient",,noun,
262,39,Vocabulary,يَوْمَئِذٍ,,,on that day,,noun,
267,40,Vocabulary,صَنَعَ,يَصْنَعُ,صُنْع,"to make, work",,verb,
267,40,Vocabulary,نَفَرَ,يَنْفِرُ,نَفْر,to go forth,,verb,
267,40,Vocabulary,غَلَّ,يَغُلُّ,غُلُول,to deceive,,verb,
267,40,Vocabulary,عَمَرَ,يَعْمُرُ,عُمْرَة,to visit,,verb,
267,40,Vocabulary,أَطْلَعَ,يُطْلِعُ,إِطْلَاع,to acquaint,4,verb,
267,40,Vocabulary,أَضَاعَ,يُضِيعُ,إِضَاعَة,to cause to be wasted,4,verb,
267,40,Vocabulary,آذَى,يُؤْذِي,إِيذَاء,"to hurt, vex",4,verb,
267,40,Vocabulary,اِشْتَرَى,يَشْتَرِي,شِرَاء,to buy,,verb,
267,40,Vocabulary,مَأْوًى,,,shelter,,noun,
267,40,Vocabulary,بَدَل,,,exchange,,noun,
267,40,Vocabulary,ثَمَن,,أَثْمَان,"price, gain",,noun,
267,40,Vocabulary,خِيَرَة,,,choice,,noun,
267,40,Vocabulary,مُرْتَفَق,,,resting-place,,noun,
267,40,Vocabulary,مَسْجِد,,مَسَاجِد,"mosque, place of prayer",,noun,
267,40,Vocabulary,سُلْطَان,,,"authority, power",,noun,
267,40,Vocabulary,شَرَاب,,,drink,,noun,
267,40,Vocabulary,مَصِير,,,"course, journey’s end",,noun,
267,40,Vocabulary,فُسُوق,,,dissoluteness,,noun,
267,40,Vocabulary,وَحْي,,,inspiration,,noun,
